,Algorithm,Train Start,Train End,Test Start,Test End,AUC,Avg AUC
38,['Random forest'],[3000],[10500],[10500],[11500],[0.7205801261778491],['0.7129743079173255']
39,['Random forest'],[4000],[11500],[11500],[12500],[0.7276641894677024],['0.7159122842274008']
40,['Random forest'],[5000],[12500],[12500],[13500],[0.7125797421819623],['0.7153568605531611']
41,['Random forest'],[6000],[13500],[13500],[14500],[0.6930453045304531],['0.7121694954070599']
42,['Random forest'],[7000],[14500],[14500],[15500],[0.6954805968237705],['0.7100833830841488']
43,['Random forest'],[8000],[15500],[15500],[16500],[0.7268],['0.7119407849636877']
44,['Random forest'],[9000],[16500],[16500],[17500],[0.7131371389730162],['0.7120604203646206']
45,['Random forest'],[10000],[17500],[17500],[18500],[0.6964594074926824],['0.7106421464671716']
46,['Random forest'],[11000],[18500],[18500],[19500],[0.7349482442348009],['0.712667654614474']
47,['Random forest'],[12000],[19500],[19500],[20500],[0.6985007188334361],['0.711577890323625']
48,['Random forest'],[13000],[20500],[20500],[21500],[0.6755501790143823],['0.7090044823729649']
49,['Random forest'],[14000],[21500],[21500],[22500],[0.7229458152090846],['0.7099339045620395']
50,['Random forest'],[15000],[22500],[22500],[23500],[0.7203826342899191],['0.710586950170032']
51,['Random forest'],[16000],[23500],[23500],[24500],[0.7348679016094746],['0.7120152414311757']
52,['Random forest'],[17000],[24500],[24500],[25500],[0.7207287196435325],['0.7124993235540844']
53,['Random forest'],[18000],[25500],[25500],[26500],[0.723045237159329],['0.713054371638571']
54,['Random forest'],[19000],[26500],[26500],[27500],[0.7810738985655737],['0.716455347984921']
55,['Random forest'],[20000],[27500],[27500],[28500],[0.758504996572748],['0.718457712203389']
56,['Random forest'],[21000],[28500],[28500],[29500],[0.7187974491345278],['0.718473154791168']
57,['Random forest'],[22000],[29500],[29500],[30500],[0.7154596815613764],['0.7183421342159597']
58,['Random forest'],[23000],[30500],[30500],[31500],[0.7509002971384278],['0.7196987243377292']
59,['Random forest'],[24000],[31500],[31500],[32500],[0.746921947362476],['0.7207876532587192']
60,['Random forest'],[25000],[32500],[32500],[33500],[0.7801480592236895],['0.7230707457958333']
61,['Random forest'],[26000],[33500],[33500],[34500],[0.7256709026836108],['0.7231670479027881']
62,['Random forest'],[27000],[34500],[34500],[35500],[0.7052163477939789],['0.7225259514703305']
63,['Random forest'],[28000],[35500],[35500],[36500],[0.7280393364986166],['0.7227160681954439']
64,['Random forest'],[29000],[36500],[36500],[37500],[0.7367468238837533],['0.7231837600517209']
65,['Random forest'],[30000],[37500],[37500],[38500],[0.7232062865843614],['0.7231844867140641']
66,['Random forest'],[31000],[38500],[38500],[39500],[0.7165627165627165],['0.7229775563968345']
67,['Random forest'],[32000],[39500],[39500],[39644],[0.711635410364993],['0.7226338550019302']
68,['Random forest'],[0],[10000],[10000],[11000],[0.691765506513708],['0.691765506513708']
69,['Random forest'],[1000],[11000],[11000],[12000],[0.7476040536821486],['0.7196847800979282']
70,['Random forest'],[2000],[12000],[12000],[13000],[0.7261592756052961],['0.721842945267051']
71,['Random forest'],[3000],[13000],[13000],[14000],[0.685074411443967],['0.71265081181128']
72,['Random forest'],[4000],[14000],[14000],[15000],[0.7081308130813081],['0.7117468120652857']
73,['Random forest'],[5000],[15000],[15000],[16000],[0.7061748660261671],['0.7108181543920992']
74,['Random forest'],[6000],[16000],[16000],[17000],[0.7181939393939393],['0.7118718379637905']
75,['Random forest'],[7000],[17000],[17000],[18000],[0.7055235852645659],['0.7110783063763875']
76,['Random forest'],[8000],[18000],[18000],[19000],[0.7165392029109197],['0.7116850726580021']
77,['Random forest'],[9000],[19000],[19000],[20000],[0.7313717532467532],['0.7136537407168773']
78,['Random forest'],[10000],[20000],[20000],[21000],[0.6809004838372636],['0.7106761719096396']
79,['Random forest'],[11000],[21000],[21000],[22000],[0.6767825512561059],['0.7078517035218451']
80,['Random forest'],[12000],[22000],[22000],[23000],[0.7397653015010353],['0.7103065956740906']
81,['Random forest'],[13000],[23000],[23000],[24000],[0.7216842210352916],['0.7111192831998906']
82,['Random forest'],[14000],[24000],[24000],[25000],[0.725076159591195],['0.7120497416259776']
83,['Random forest'],[15000],[25000],[25000],[26000],[0.7206426259824318],['0.712586796898256']
84,['Random forest'],[16000],[26000],[26000],[27000],[0.7583502024291499],['0.715278761929485']
85,['Random forest'],[17000],[27000],[27000],[28000],[0.7647162502653833],['0.7180252890592571']
86,['Random forest'],[18000],[28000],[28000],[29000],[0.7662401891405044],['0.7205629153793227']
87,['Random forest'],[19000],[29000],[29000],[30000],[0.707827301556365],['0.7199261346881749']
88,['Random forest'],[20000],[30000],[30000],[31000],[0.7186705696698108],['0.7198663458777766']
89,['Random forest'],[21000],[31000],[31000],[32000],[0.7475399606393702],['0.721124237457849']
90,['Random forest'],[22000],[32000],[32000],[33000],[0.7778554919103607],['0.7235908137383931']
91,['Random forest'],[23000],[33000],[33000],[34000],[0.7630769477242505],['0.7252360693211372']
92,['Random forest'],[24000],[34000],[34000],[35000],[0.687519036855352],['0.7237273880225058']
93,['Random forest'],[25000],[35000],[35000],[36000],[0.7293946024799417],['0.7239453578093303']
94,['Random forest'],[26000],[36000],[36000],[37000],[0.7378605769230769],['0.7244607362950246']
95,['Random forest'],[27000],[37000],[37000],[38000],[0.7353081203915968],['0.7248481428699022']
96,['Random forest'],[28000],[38000],[38000],[39000],[0.7297603097836742],['0.7250175279358944']
97,['Random forest'],[29000],[39000],[39000],[39644],[0.7075903532144565],['0.7244366221118465']
98,['Random forest'],[0],[12500],[12500],[13500],[0.714177589293223],['0.714177589293223']
99,['Random forest'],[1000],[13500],[13500],[14500],[0.7004460446044605],['0.7073118169488417']
100,['Random forest'],[2000],[14500],[14500],[15500],[0.6986464203381147],['0.7044233514119327']
101,['Random forest'],[3000],[15500],[15500],[16500],[0.7274383838383838],['0.7101771095185454']
102,['Random forest'],[4000],[16500],[16500],[17500],[0.7146132220036922],['0.7110643320155747']
103,['Random forest'],[5000],[17500],[17500],[18500],[0.702595128164305],['0.7096527980403632']
104,['Random forest'],[6000],[18500],[18500],[19500],[0.7360619758909853],['0.7134255377333092']
105,['Random forest'],[7000],[19500],[19500],[20500],[0.699475271727093],['0.7116817544825321']
106,['Random forest'],[8000],[20500],[20500],[21500],[0.6692653282337655],['0.7069688182326692']
107,['Random forest'],[9000],[21500],[21500],[22500],[0.7235282696970823],['0.7086247633791105']
108,['Random forest'],[10000],[22500],[22500],[23500],[0.7169584922068366],['0.709382375090722']
109,['Random forest'],[11000],[23500],[23500],[24500],[0.7289523231096264],['0.7110132040922973']
110,['Random forest'],[12000],[24500],[24500],[25500],[0.7245063220375212],['0.71205113624193']
111,['Random forest'],[13000],[25500],[25500],[26500],[0.7256944444444445],['0.7130256582563953']
112,['Random forest'],[14000],[26500],[26500],[27500],[0.7814861360143441],['0.7175896901069252']
113,['Random forest'],[15000],[27500],[27500],[28500],[0.7596834902654016],['0.72022055261683']
114,['Random forest'],[16000],[28500],[28500],[29500],[0.7218341937443061],['0.7203154726831521']
115,['Random forest'],[17000],[29500],[29500],[30500],[0.718613572162301],['0.720220922654216']
116,['Random forest'],[18000],[30500],[30500],[31500],[0.7501695626897488],['0.7217971668666124']
117,['Random forest'],[19000],[31500],[31500],[32500],[0.7465830791821981],['0.7230364624823917']
118,['Random forest'],[20000],[32500],[32500],[33500],[0.7810204081632653],['0.7257976027529095']
119,['Random forest'],[21000],[33500],[33500],[34500],[0.7282269129076516],['0.7259080259417613']
120,['Random forest'],[22000],[34500],[34500],[35500],[0.7070384774381018],['0.7250876107894283']
121,['Random forest'],[23000],[35500],[35500],[36500],[0.735876030428602],['0.7255371282743939']
122,['Random forest'],[24000],[36500],[36500],[37500],[0.7405797914096669],['0.7261388347998047']
123,['Random forest'],[25000],[37500],[37500],[38500],[0.7231299540799723],['0.7260231086182727']
124,['Random forest'],[26000],[38500],[38500],[39500],[0.7207727959173047],['0.725828652592311']
125,['Random forest'],[27000],[39500],[39500],[39644],[0.7104254890098809],['0.7252785396072242']
126,['Random forest'],[0],[15000],[15000],[16000],[0.7086491575339158],['0.7086491575339158']
127,['Random forest'],[1000],[16000],[16000],[17000],[0.7182141414141414],['0.7134316494740286']
128,['Random forest'],[2000],[17000],[17000],[18000],[0.7065808074133699],['0.711148035453809']
129,['Random forest'],[3000],[18000],[18000],[19000],[0.7237124217836044],['0.7142891320362579']
130,['Random forest'],[4000],[19000],[19000],[20000],[0.7340381493506495],['0.7182389354991362']
131,['Random forest'],[5000],[20000],[20000],[21000],[0.6771873141405862],['0.7113969986060446']
132,['Random forest'],[6000],[21000],[21000],[22000],[0.6812633846490435],['0.7070921966121873']
133,['Random forest'],[7000],[22000],[22000],[23000],[0.7360895445134575],['0.710716865099846']
134,['Random forest'],[8000],[23000],[23000],[24000],[0.7133646150518311],['0.7110110595389555']
135,['Random forest'],[9000],[24000],[24000],[25000],[0.7186025943396227],['0.7117702130190222']
136,['Random forest'],[10000],[25000],[25000],[26000],[0.7180916055742687],['0.7123448850694991']
137,['Random forest'],[11000],[26000],[26000],[27000],[0.7588161107897949],['0.716217487212857']
138,['Random forest'],[12000],[27000],[27000],[28000],[0.7637188099615845],['0.7198714351166053']
139,['Random forest'],[13000],[28000],[28000],[29000],[0.765082186052496],['0.723100774469169']
140,['Random forest'],[14000],[29000],[29000],[30000],[0.7105721559694492],['0.7222655332358543']
141,['Random forest'],[15000],[30000],[30000],[31000],[0.720814812137858],['0.7221748631672296']
142,['Random forest'],[16000],[31000],[31000],[32000],[0.7534440551048815],['0.7240142273988562']
143,['Random forest'],[17000],[32000],[32000],[33000],[0.7763199678424277],['0.7269201018679435']
144,['Random forest'],[18000],[33000],[33000],[34000],[0.7593521203479711],['0.7286270502089977']
145,['Random forest'],[19000],[34000],[34000],[35000],[0.6885530386828902],['0.7266233496326923']
146,['Random forest'],[20000],[35000],[35000],[36000],[0.7303214574996676],['0.7267994500073102']
147,['Random forest'],[21000],[36000],[36000],[37000],[0.7403285256410257],['0.7274144079906609']
148,['Random forest'],[22000],[37000],[37000],[38000],[0.7367283987661581],['0.7278193641113347']
149,['Random forest'],[23000],[38000],[38000],[39000],[0.7301075093131169],['0.7279147034947423']
150,['Random forest'],[24000],[39000],[39000],[39644],[0.7105769136923062],['0.7272211919026449']
151,['Random forest'],[0],[17500],[17500],[18500],[0.7078490686196466],['0.7078490686196466']
152,['Random forest'],[1000],[18500],[18500],[19500],[0.73638544942348],['0.7221172590215633']
153,['Random forest'],[2000],[19500],[19500],[20500],[0.6983114461640069],['0.7141819880690444']
154,['Random forest'],[3000],[20500],[20500],[21500],[0.6672083939212501],['0.7024385895320959']
155,['Random forest'],[4000],[21500],[21500],[22500],[0.7251475757913738],['0.7069803867839515']
156,['Random forest'],[5000],[22500],[22500],[23500],[0.7158171115124756],['0.7084531742387056']
157,['Random forest'],[6000],[23500],[23500],[24500],[0.7278955359854236],['0.7112306544882366']
158,['Random forest'],[7000],[24500],[24500],[25500],[0.7207122774133083],['0.7124158573538706']
159,['Random forest'],[8000],[25500],[25500],[26500],[0.7256534984276728],['0.7138867063620709']
160,['Random forest'],[9000],[26500],[26500],[27500],[0.7750544313524591],['0.7200034788611097']
161,['Random forest'],[10000],[27500],[27500],[28500],[0.7557351355468169],['0.723251811287083']
162,['Random forest'],[11000],[28500],[28500],[29500],[0.7226925802206701],['0.7232052086982153']
163,['Random forest'],[12000],[29500],[29500],[30500],[0.7213461414997433],['0.7230622035291021']
164,['Random forest'],[13000],[30500],[30500],[31500],[0.7522931335185066],['0.7251501270997738']
165,['Random forest'],[14000],[31500],[31500],[32500],[0.7462361427119137],['0.7265558614739164']
166,['Random forest'],[15000],[32500],[32500],[33500],[0.779327731092437],['0.7298541033250739']
167,['Random forest'],[16000],[33500],[33500],[34500],[0.7268789075156301],['0.7296790918068714']
168,['Random forest'],[17000],[34500],[34500],[35500],[0.7089729851219503],['0.7285287525465979']
169,['Random forest'],[18000],[35500],[35500],[36500],[0.7344786343372839],['0.7288419042197919']
170,['Random forest'],[19000],[36500],[36500],[37500],[0.7458786587417292],['0.7296937419458888']
171,['Random forest'],[20000],[37500],[37500],[38500],[0.7236682991109273],['0.729406816096605']
172,['Random forest'],[21000],[38500],[38500],[39500],[0.7212975536674959],['0.7290382132589183']
173,['Random forest'],[22000],[39500],[39500],[39644],[0.7108287961282517],['0.7282464994706284']
174,['Random forest'],[0],[20000],[20000],[21000],[0.6751137258684154],['0.6751137258684154']
175,['Random forest'],[1000],[21000],[21000],[22000],[0.6823404676054678],['0.6787270967369416']
176,['Random forest'],[2000],[22000],[22000],[23000],[0.7386775362318841],['0.6987105765685891']
177,['Random forest'],[3000],[23000],[23000],[24000],[0.7189845088936586],['0.7037790596498565']
178,['Random forest'],[4000],[24000],[24000],[25000],[0.7203018540356394],['0.7070836185270132']
179,['Random forest'],[5000],[25000],[25000],[26000],[0.7164693547321841],['0.7086479078945417']
180,['Random forest'],[6000],[26000],[26000],[27000],[0.7601174410384935],['0.7160006983436776']
181,['Random forest'],[7000],[27000],[27000],[28000],[0.7585633654997816],['0.7213210317381906']
182,['Random forest'],[8000],[28000],[28000],[29000],[0.7576396037056099],['0.7253564286234595']
183,['Random forest'],[9000],[29000],[29000],[30000],[0.709289058344398],['0.7237496915955532']
184,['Random forest'],[10000],[30000],[30000],[31000],[0.7186946622818113],['0.7232901434761222']
185,['Random forest'],[11000],[31000],[31000],[32000],[0.7567321077137235],['0.7260769738292557']
186,['Random forest'],[12000],[32000],[32000],[33000],[0.7767098784041805],['0.7299718126427114']
187,['Random forest'],[13000],[33000],[33000],[34000],[0.7593040580592448],['0.7320669730296067']
188,['Random forest'],[14000],[34000],[34000],[35000],[0.6897353275942224],['0.7292448633339144']
189,['Random forest'],[15000],[35000],[35000],[36000],[0.7307163783341594],['0.7293368330214297']
190,['Random forest'],[16000],[36000],[36000],[37000],[0.7385096153846155],['0.7298764084545583']
191,['Random forest'],[17000],[37000],[37000],[38000],[0.7390448527911471],['0.7303857664732577']
192,['Random forest'],[18000],[38000],[38000],[39000],[0.7299727142016862],['0.7303640268800171']
193,['Random forest'],[19000],[39000],[39000],[39644],[0.7132121141139383],['0.7295064312417131']
