,Algorithm,n_estimators,eta,max_depth,n_neighbors,AUC
0,['Decision Tree'],[0],[0],[2],[0],['0.6302017836785305']
1,['Decision Tree'],[0],[0],[5],[0],['0.6814030587517437']
2,['Decision Tree'],[0],[0],[7],[0],['0.6895785844291027']
3,['Decision Tree'],[0],[0],[10],[0],['0.6701218888510903']
4,['Decision Tree'],[0],[0],[15],[0],['0.6057070532226595']
5,['Decision Tree'],[0],[0],[20],[0],['0.5793072720015208']
