,Algorithm,Train Start,Train End,Test Start,Test End,AUC,Avg AUC
44,['XGBoost'],[9000],[16500],[16500],[17500],[0.7047230634957025],['0.7051781193360137']
45,['XGBoost'],[10000],[17500],[17500],[18500],[0.6858862095289414],['0.7034243093535526']
46,['XGBoost'],[11000],[18500],[18500],[19500],[0.7305956826519916],['0.7056885904617558']
47,['XGBoost'],[12000],[19500],[19500],[20500],[0.6898827717572961],['0.7044727582537204']
48,['XGBoost'],[13000],[20500],[20500],[21500],[0.668263336469649],['0.7018863709834295']
49,['XGBoost'],[14000],[21500],[21500],[22500],[0.7398369953610185],['0.7044164126086021']
50,['XGBoost'],[15000],[22500],[22500],[23500],[0.7262944009632751],['0.7057837868807691']
51,['XGBoost'],[16000],[23500],[23500],[24500],[0.7303532746229375],['0.7072290508656025']
52,['XGBoost'],[17000],[24500],[24500],[25500],[0.7122239760601128],['0.707506546709742']
53,['XGBoost'],[18000],[25500],[25500],[26500],[0.7220625327568133],['0.7082726512385352']
54,['XGBoost'],[19000],[26500],[26500],[27500],[0.7574362832991804],['0.7107308328415675']
55,['XGBoost'],[20000],[27500],[27500],[28500],[0.7590902349371269],['0.7130336615127846']
56,['XGBoost'],[21000],[28500],[28500],[29500],[0.7294827411681344],['0.7137813469516641']
57,['XGBoost'],[22000],[29500],[29500],[30500],[0.7019814137134053],['0.7132683063760876']
58,['XGBoost'],[23000],[30500],[30500],[31500],[0.7493661585168917],['0.7147723835486212']
59,['XGBoost'],[24000],[31500],[31500],[32500],[0.7388617256458667],['0.7157359572325109']
60,['XGBoost'],[25000],[32500],[32500],[33500],[0.7775190076030412],['0.7181122284006082']
61,['XGBoost'],[26000],[33500],[33500],[34500],[0.7163668654674619],['0.71804758532901']
62,['XGBoost'],[27000],[34500],[34500],[35500],[0.7045822145698128],['0.7175666792304674']
63,['XGBoost'],[28000],[35500],[35500],[36500],[0.7322194435383519],['0.718071946965222']
64,['XGBoost'],[29000],[36500],[36500],[37500],[0.7351247216392445],['0.7186403727876894']
65,['XGBoost'],[30000],[37500],[37500],[38500],[0.7022409616288553],['0.7181113595245013']
66,['XGBoost'],[31000],[38500],[38500],[39500],[0.7169192313700983],['0.7180741055196762']
67,['XGBoost'],[32000],[39500],[39500],[39644],[0.7190965920548497],['0.718105089960136']
68,['XGBoost'],[0],[10000],[10000],[11000],[0.7031482921770692],['0.7031482921770692']
69,['XGBoost'],[1000],[11000],[11000],[12000],[0.7403595538359424],['0.7217539230065058']
70,['XGBoost'],[2000],[12000],[12000],[13000],[0.7236824731212913],['0.7223967730447676']
71,['XGBoost'],[3000],[13000],[13000],[14000],[0.6853470395791905],['0.7131343396783734']
72,['XGBoost'],[4000],[14000],[14000],[15000],[0.7237883788378838],['0.7152651475102754']
73,['XGBoost'],[5000],[15000],[15000],[16000],[0.7162812404448092],['0.7154344963326977']
74,['XGBoost'],[6000],[16000],[16000],[17000],[0.7161212121212122],['0.7155325985881998']
75,['XGBoost'],[7000],[17000],[17000],[18000],[0.7023959697410207],['0.7138905199823025']
76,['XGBoost'],[8000],[18000],[18000],[19000],[0.6996448777888336],['0.7123076708496948']
77,['XGBoost'],[9000],[19000],[19000],[20000],[0.7363352272727273],['0.7147104264919981']
78,['XGBoost'],[10000],[20000],[20000],[21000],[0.6819493337191173],['0.7117321453308271']
79,['XGBoost'],[11000],[21000],[21000],[22000],[0.6881971061810257],['0.7097708920683438']
80,['XGBoost'],[12000],[22000],[22000],[23000],[0.753991168478261],['0.7131724517921836']
81,['XGBoost'],[13000],[23000],[23000],[24000],[0.7294755320388027],['0.714336957524085']
82,['XGBoost'],[14000],[24000],[24000],[25000],[0.7312671973270439],['0.7154656401776156']
83,['XGBoost'],[15000],[25000],[25000],[26000],[0.7353460801796448],['0.7167081676777424']
84,['XGBoost'],[16000],[26000],[26000],[27000],[0.7427141571878415],['0.7182379317665717']
85,['XGBoost'],[17000],[27000],[27000],[28000],[0.7675683687244381],['0.7209785115975643']
86,['XGBoost'],[18000],[28000],[28000],[29000],[0.7749935666495111],['0.7238214092318773']
87,['XGBoost'],[19000],[29000],[29000],[30000],[0.7123425058571782],['0.7232474640631423']
88,['XGBoost'],[20000],[30000],[30000],[31000],[0.7127959877770148],['0.722749774716184']
89,['XGBoost'],[21000],[31000],[31000],[32000],[0.7449599193587098],['0.7237593267453897']
90,['XGBoost'],[22000],[32000],[32000],[33000],[0.7755642648980002],['0.7260117153607205']
91,['XGBoost'],[23000],[33000],[33000],[34000],[0.7683878306284946],['0.7277773868302111']
92,['XGBoost'],[24000],[34000],[34000],[35000],[0.6743415251927732],['0.7256399523647136']
93,['XGBoost'],[25000],[35000],[35000],[36000],[0.7354836369790975],['0.726018555619113']
94,['XGBoost'],[26000],[36000],[36000],[37000],[0.7327163461538461],['0.7262666219352142']
95,['XGBoost'],[27000],[37000],[37000],[38000],[0.7285147888986242],['0.7263469136124788']
96,['XGBoost'],[28000],[38000],[38000],[39000],[0.7130783935690478],['0.7258893784385675']
97,['XGBoost'],[29000],[39000],[39000],[39644],[0.7209615553538489],['0.7257251176690769']
98,['XGBoost'],[0],[12500],[12500],[13500],[0.7074818490174641],['0.7074818490174641']
99,['XGBoost'],[1000],[13500],[13500],[14500],[0.7067746774677466],['0.7071282632426054']
100,['XGBoost'],[2000],[14500],[14500],[15500],[0.7175132876536885],['0.7105899380462998']
101,['XGBoost'],[3000],[15500],[15500],[16500],[0.736961616161616],['0.7171828575751288']
102,['XGBoost'],[4000],[16500],[16500],[17500],[0.6987222027824367],['0.7134907266165904']
103,['XGBoost'],[5000],[17500],[17500],[18500],[0.6962063039120832],['0.7106099894991725']
104,['XGBoost'],[6000],[18500],[18500],[19500],[0.7252358490566038],['0.712699398007377']
105,['XGBoost'],[7000],[19500],[19500],[20500],[0.7032566980376048],['0.7115190605111555']
106,['XGBoost'],[8000],[20500],[20500],[21500],[0.6840508164603623],['0.7084670333944008']
107,['XGBoost'],[9000],[21500],[21500],[22500],[0.7491934451150244],['0.712539674566463']
108,['XGBoost'],[10000],[22500],[22500],[23500],[0.7257174392935983],['0.7137376531780208']
109,['XGBoost'],[11000],[23500],[23500],[24500],[0.7457030063771637],['0.7164014326112828']
110,['XGBoost'],[12000],[24500],[24500],[25500],[0.7270055410315854],['0.7172171332589984']
111,['XGBoost'],[13000],[25500],[25500],[26500],[0.7290847746331237],['0.7180648219285788']
112,['XGBoost'],[14000],[26500],[26500],[27500],[0.7686387359118853],['0.7214364161941326']
113,['XGBoost'],[15000],[27500],[27500],[28500],[0.7669228086631311],['0.724279315723445']
114,['XGBoost'],[16000],[28500],[28500],[29500],[0.7268711408037251],['0.7244317760222849']
115,['XGBoost'],[17000],[29500],[29500],[30500],[0.7199939008731382],['0.7241852274028879']
116,['XGBoost'],[18000],[30500],[30500],[31500],[0.7479329500678251],['0.7254351075431478']
117,['XGBoost'],[19000],[31500],[31500],[32500],[0.7471397911926545],['0.7265203417256232']
118,['XGBoost'],[20000],[32500],[32500],[33500],[0.7850260104041616],['0.7293063259484107']
119,['XGBoost'],[21000],[33500],[33500],[34500],[0.7183588734354938],['0.728808714470551']
120,['XGBoost'],[22000],[34500],[34500],[35500],[0.7058103460039573],['0.727808785406786']
121,['XGBoost'],[23000],[35500],[35500],[36500],[0.7354531872309409],['0.7281273021494591']
122,['XGBoost'],[24000],[36500],[36500],[37500],[0.7437759336099585],['0.7287532474078791']
123,['XGBoost'],[25000],[37500],[37500],[38500],[0.71529582862951],['0.7282356543779418']
124,['XGBoost'],[26000],[38500],[38500],[39500],[0.7176522899066253],['0.7278436779160411']
125,['XGBoost'],[27000],[39500],[39500],[39644],[0.7140552530752169],['0.727351234171726']
126,['XGBoost'],[0],[15000],[15000],[16000],[0.7241949500313813],['0.7241949500313813']
127,['XGBoost'],[1000],[16000],[16000],[17000],[0.7125898989898991],['0.7183924245106402']
128,['XGBoost'],[2000],[17000],[17000],[18000],[0.6947871739731128],['0.7105240076647977']
129,['XGBoost'],[3000],[18000],[18000],[19000],[0.7108231091719783],['0.710598783041593']
130,['XGBoost'],[4000],[19000],[19000],[20000],[0.7403084415584414],['0.7165407147449627']
131,['XGBoost'],[5000],[20000],[20000],[21000],[0.6762831332079535],['0.7098311178221278']
132,['XGBoost'],[6000],[21000],[21000],[22000],[0.7004405100997564],['0.7084896024332176']
133,['XGBoost'],[7000],[22000],[22000],[23000],[0.7527740036231884],['0.714025152581964']
134,['XGBoost'],[8000],[23000],[23000],[24000],[0.7250619810645769],['0.7152514668578098']
135,['XGBoost'],[9000],[24000],[24000],[25000],[0.7363485980083857],['0.7173611799728674']
136,['XGBoost'],[10000],[25000],[25000],[26000],[0.7293689320388349],['0.7184527937970462']
137,['XGBoost'],[11000],[26000],[26000],[27000],[0.749184660368871],['0.7210137826780315']
138,['XGBoost'],[12000],[27000],[27000],[28000],[0.7722591422013387],['0.7249557334105936']
139,['XGBoost'],[13000],[28000],[28000],[29000],[0.7749573790530108],['0.7285272795279091']
140,['XGBoost'],[14000],[29000],[29000],[30000],[0.7179580881845387],['0.7278226667716844']
141,['XGBoost'],[15000],[30000],[30000],[31000],[0.7326683772421188],['0.7281255236760865']
142,['XGBoost'],[16000],[31000],[31000],[32000],[0.756812108993744],['0.7298129698712428']
143,['XGBoost'],[17000],[32000],[32000],[33000],[0.7783097176163201],['0.7325072336348583']
144,['XGBoost'],[18000],[33000],[33000],[34000],[0.7648832887422099],['0.7342112365352452']
145,['XGBoost'],[19000],[34000],[34000],[35000],[0.6759285977652736],['0.7312971045967466']
146,['XGBoost'],[20000],[35000],[35000],[36000],[0.7351491632111093],['0.7314805359593353']
147,['XGBoost'],[21000],[36000],[36000],[37000],[0.7516266025641026],['0.7323962662595519']
148,['XGBoost'],[22000],[37000],[37000],[38000],[0.7386407735916238],['0.7326677665783375']
149,['XGBoost'],[23000],[38000],[38000],[39000],[0.7166075746683223],['0.7319985919154203']
150,['XGBoost'],[24000],[39000],[39000],[39644],[0.7245727559316409],['0.7317015584760691']
151,['XGBoost'],[0],[17500],[17500],[18500],[0.703329945011206],['0.703329945011206']
152,['XGBoost'],[1000],[18500],[18500],[19500],[0.7340269588574423],['0.7186784519343241']
153,['XGBoost'],[2000],[19500],[19500],[20500],[0.7115645601021268],['0.7163071546569251']
154,['XGBoost'],[3000],[20500],[20500],[21500],[0.6782017913657636],['0.7067808138341347']
155,['XGBoost'],[4000],[21500],[21500],[22500],[0.7514984777696536],['0.7157243466212385']
156,['XGBoost'],[5000],[22500],[22500],[23500],[0.7232047294133387],['0.7169710770865886']
157,['XGBoost'],[6000],[23500],[23500],[24500],[0.7415750582042717],['0.7204859315319718']
158,['XGBoost'],[7000],[24500],[24500],[25500],[0.7333974580312073],['0.7220998723443763']
159,['XGBoost'],[8000],[25500],[25500],[26500],[0.7318240631551364],['0.7231803379900164']
160,['XGBoost'],[9000],[26500],[26500],[27500],[0.7753826203893441],['0.7284005662299491']
161,['XGBoost'],[10000],[27500],[27500],[28500],[0.773957694481523],['0.7325421233437286']
162,['XGBoost'],[11000],[28500],[28500],[29500],[0.732867699159834],['0.7325692546617374']
163,['XGBoost'],[12000],[29500],[29500],[30500],[0.7211374871597329],['0.731689887930814']
164,['XGBoost'],[13000],[30500],[30500],[31500],[0.7509366320005167],['0.7330646553643643']
165,['XGBoost'],[14000],[31500],[31500],[32500],[0.7563900856852399],['0.7346196840524226']
166,['XGBoost'],[15000],[32500],[32500],[33500],[0.7927410964385755],['0.7382522723265572']
167,['XGBoost'],[16000],[33500],[33500],[34500],[0.7229588918355673],['0.7373526617094401']
168,['XGBoost'],[17000],[34500],[34500],[35500],[0.7168996504240266],['0.736216383304695']
169,['XGBoost'],[18000],[35500],[35500],[36500],[0.7360653030980311],['0.7362084317148706']
170,['XGBoost'],[19000],[36500],[36500],[37500],[0.7452778801326518],['0.7366619041357596']
171,['XGBoost'],[20000],[37500],[37500],[38500],[0.7169028287219127],['0.7357209957827193']
172,['XGBoost'],[21000],[38500],[38500],[39500],[0.7173959197080584],['0.7348880377793257']
173,['XGBoost'],[22000],[39500],[39500],[39644],[0.7001411574914297],['0.733377303853765']
174,['XGBoost'],[0],[20000],[20000],[21000],[0.6729035058108694],['0.6729035058108694']
175,['XGBoost'],[1000],[21000],[21000],[22000],[0.6982232338574295],['0.6855633698341494']
176,['XGBoost'],[2000],[22000],[22000],[23000],[0.7631461891821947],['0.7114243096168312']
177,['XGBoost'],[3000],[23000],[23000],[24000],[0.7272084394083096],['0.7153703420647008']
178,['XGBoost'],[4000],[24000],[24000],[25000],[0.7346083922955975],['0.7192179521108801']
179,['XGBoost'],[5000],[25000],[25000],[26000],[0.7289189947823789],['0.72083479255613']
180,['XGBoost'],[6000],[26000],[26000],[27000],[0.7603704774757407],['0.7264827475446458']
181,['XGBoost'],[7000],[27000],[27000],[28000],[0.7715461125865749],['0.7321156681748869']
182,['XGBoost'],[8000],[28000],[28000],[29000],[0.7736827714873906],['0.7367342352096096']
183,['XGBoost'],[9000],[29000],[29000],[30000],[0.7225748033734098],['0.7353182920259895']
184,['XGBoost'],[10000],[30000],[30000],[31000],[0.7241837623825986],['0.7343060620584084']
185,['XGBoost'],[11000],[31000],[31000],[32000],[0.7579081265300244],['0.7362729007643765']
186,['XGBoost'],[12000],[32000],[32000],[33000],[0.7896010451210933],['0.7403750657148932']
187,['XGBoost'],[13000],[33000],[33000],[34000],[0.7676228391996027],['0.7423213352495154']
188,['XGBoost'],[14000],[34000],[34000],[35000],[0.687466935988073],['0.7386643752987525']
189,['XGBoost'],[15000],[35000],[35000],[36000],[0.7376879400042716],['0.7386033480928474']
190,['XGBoost'],[16000],[36000],[36000],[37000],[0.7478966346153846],['0.7391500120059379']
191,['XGBoost'],[17000],[37000],[37000],[38000],[0.7420254369856493],['0.7393097578381441']
192,['XGBoost'],[18000],[38000],[38000],[39000],[0.7219462780210444],['0.7383958904793493']
193,['XGBoost'],[19000],[39000],[39000],[39644],[0.7206785153085624],['0.73751002172081']
